cholesterol,diabetes,smoking,obesity,inactive,lesshighschool,gini,poverty,asian,black,age65,hisp,male,marri,racialseg,socialvul,large central metro,large fringe metro,medium/small metro,nonmetro,outpatientcost
41.6,14.4,23.1,38.2,34.1,12.8,0.455,15.5,0.2,4,20.7,1.3,49.377491,53.400124,0.44,0.44589999,0,0,0,1,2608
40.5,13,26.7,36.7,36.9,17,0.439,20.1,0.3,3.4,17.1,3.2,48.122322,53.208275,0.31,0.77609998,0,0,0,1,3654
41.5,12,27.7,45.8,38,23.1,0.428,19.4,0.4,1.5,16.2,1.6,49.712666,58.977531,0.36000001,0.72899997,0,0,0,1,3664
43.1,15,31.5,38.5,33.2,30.4,0.486,30.3,0.1,2.7,18.6,1,49.173229,52.422646,0.37,0.89270002,0,0,0,1,3316
35.5,11,18.1,36.6,22,6.9,0.417,7.1,2.3,2.8,12.9,4.2,49.650665,57.028301,0.16,0.1277,0,1,0,0,3657
39.9,9.2,23.4,33.5,26.8,16,0.452,14.1,0.8,6.9,18.9,6.8,47.950943,51.213818,0.34,0.55610001,0,0,1,0,3586
41.1,13.4,23.8,39.8,33.4,11.8,0.486,20.6,0.3,2.2,18.9,1.8,50.027264,51.394573,0.34,0.69080001,0,0,1,0,4008
38.2,14.9,22.2,24.5,23.5,12.9,0.477,15.5,0.8,7.9,18.6,3.3,50.073402,47.251606,0.25999999,0.43149999,0,0,0,1,3306
40.2,8.1,25.1,34.9,28.5,14.3,0.44,14.1,1,0.3,16.1,0.8,50.379288,55.44376,0.31999999,0.38659999,0,1,0,0,4493
43.4,15.7,30.7,39.7,35.5,24.4,0.534,29.2,0.3,1.3,16.5,0.9,50.204208,54.361298,0.31999999,0.82200003,0,0,0,1,2709
41.7,10.3,25.4,29.6,23.1,15.9,0.437,18.3,0.3,1.7,19.3,1.5,50.421291,54.528278,0.38,0.73760003,0,0,0,1,4632
38.1,14.2,22.7,36.1,26.2,11.5,0.393,7.8,0.7,1,15.3,2,49.980667,56.135666,0.2,0.13850001,0,1,0,0,3334
41.4,10.1,26.8,35.1,29.1,20.4,0.45,18,0.3,0.5,18.1,3.2,50.29771,58.761898,0.38999999,0.792,0,0,1,0,2791
41.6,12.7,23.5,35.4,27.4,13,0.524,15.8,0,6.2,20.9,2.5,49.196976,57.38229,0.46000001,0.49810001,0,0,0,1,3597
36.5,8.4,19.8,34.1,28.6,10.5,0.474,16.5,1.3,3.4,16.8,2.7,48.497566,47.817905,0.31,0.49970001,0,0,0,1,3435
35.7,9.9,19.1,34.5,24.4,9.2,0.463,10.9,0.9,3.1,15.2,2,48.897816,48.963078,0.25,0.21879999,0,1,0,0,4127
41.5,7.3,25.6,28.7,28.2,16.7,0.543,15.5,0.7,0.7,20.6,2.3,48.871239,58.758083,0.41999999,0.33950001,0,0,0,1,3518
40.1,11.8,26.9,26.5,26.5,21.7,0.488,15.2,0.3,2.8,15.1,6.7,51.222942,54.238514,0.34,0.89039999,0,0,0,1,5610
41.6,14.7,26.6,42.2,36.6,20.8,0.499,20,0.1,0.5,18.3,1.3,49.136566,50.720512,0.41,0.8204,0,0,0,1,3637
43.4,12,27.2,29.5,30.7,24,0.45,25.2,0.1,0.7,19.9,2.9,48.781868,52.223938,0.37,0.76560003,0,0,0,1,5163
32.5,13.2,24.8,36.8,31.2,14.4,0.46,18.9,1.9,21.5,12.1,7.8,53.163246,51.14452,0.28999999,0.9127,0,0,1,0,3177
39.1,9.5,22.8,39,23.6,13.8,0.454,13,0.6,4.5,17.5,2.9,48.819881,52.613087,0.31,0.60610002,0,0,1,0,3477
42.2,11.4,33.6,37.3,33.6,35.3,0.481,32.6,0,3.5,14.8,2.5,52.405735,54.619289,0.41,0.90990001,0,0,0,1,3934
42.6,9.4,28.5,37.7,33.9,26.8,0.518,23.4,0.2,0.3,19.1,2.8,49.965664,48.612118,0.40000001,0.778,0,0,0,1,3481
42.1,9.3,24.7,38,26.3,16.2,0.44,19.2,0,0.7,20.2,1.2,51.055557,53.584084,0.44999999,0.4844,0,0,0,1,5278
43.3,9.9,25.6,35.7,20.1,18.2,0.462,23,0.7,2,21.5,1.3,48.57399,49.95417,0.41999999,0.53149998,0,0,0,1,4841
39.3,11.7,21.5,29.5,26.6,10,0.47,15.4,1.7,4.3,16.7,3.1,48.849453,52.54496,0.31,0.61690003,0,0,1,0,3536
42,12.6,25.5,39.5,23.2,21.9,0.424,16,0,1.4,20.2,0.7,50.395451,56.306263,0.38,0.63569999,0,0,1,0,2481
42.8,9.1,29.4,39.5,26.2,25,0.454,27.7,0,3.5,19,0.4,56.844208,51.506119,0.43000001,0.72390002,0,0,0,1,4261
43.2,13.7,29.8,35.1,32.6,24.4,0.461,22.7,0,0.1,18.6,0.1,49.318054,46.228836,0.33000001,0.79970002,0,0,0,1,3938
33.4,10.6,17.4,28.3,22.4,8.8,0.493,15.4,3.7,14.4,13,7.1,49.04258,44.759491,0.27000001,0.4876,0,0,1,0,3199
40.2,9.9,26.9,39.5,26.6,20.4,0.455,21.1,0,2.1,17.5,1,49.279957,60.340801,0.38999999,0.77100003,0,0,0,1,4479
43.6,15.5,27.9,40.6,37.9,24.8,0.515,27.4,0.3,0.8,17.5,0.8,48.861641,55.288849,0.41999999,0.85030001,0,0,0,1,4896
38.2,8.9,19.1,38.5,22.4,11,0.41,11.5,1.8,9.3,17,3.3,48.524609,47.051212,0.28999999,0.54680002,0,0,0,1,3033
41.3,8.8,27.3,35.5,28.7,20.9,0.469,25.6,0.1,24,20.1,1.9,50.195759,41.586346,0.44999999,0.87040001,0,0,0,1,4129
38.8,12.5,26.6,30.3,28.4,18.8,0.389,13.3,0,2,13.7,5.2,51.402084,50.59396,0.33000001,0.6124,0,1,0,0,2754
41.2,6.8,23.8,31.3,24.3,19,0.434,15.7,0.2,1.9,17.9,2.2,48.758957,61.182682,0.31,0.42989999,0,0,0,1,3255
39.2,12.4,25.6,34.4,32.7,13.4,0.428,13.3,0.1,0.7,13.6,2.7,49.388802,53.910934,0.23999999,0.56019998,0,1,0,0,4063
40,9.6,24,33.9,33.8,12.6,0.486,17.9,0.7,4,18.2,6.6,49.232174,54.27092,0.40000001,0.77520001,0,0,0,1,3221
40.7,10.3,27.4,43.4,33.5,18.5,0.454,20.3,0,1.1,17.2,1.3,49.807598,54.392277,0.37,0.60960001,0,0,0,1,3700
41.9,10.3,26,35.6,26.1,24.5,0.484,18.6,0,2.5,20.1,0.8,49.011749,53.825016,0.36000001,0.5226,0,0,0,1,4838
41.1,12.2,22.3,40.3,31,11,0.462,15.9,0.4,0.9,20.3,1,48.915764,57.670601,0.34999999,0.32170001,0,0,1,0,3988
40,11.4,23.7,34.2,21.9,14.6,0.363,12.2,0.5,0.8,16.9,1.5,51.869267,62.562996,0.43000001,0.3822,0,0,1,0,3875
35.2,11.1,22,39.9,30.5,9.5,0.435,10.7,2.4,11.2,13.7,5.6,49.797745,53.798149,0.20999999,0.56720001,0,0,1,0,3395
43.1,17.6,31.2,39.8,33.1,27.2,0.492,31.1,0.2,2.1,17.9,0.9,48.207798,56.430691,0.44999999,0.88029999,0,0,0,1,4276
40.1,9.3,24.2,31.9,33.8,17.9,0.447,15.3,0,1.7,17.4,2.4,49.359043,57.205467,0.37,0.50569999,0,0,0,1,3744
40.7,8.9,27.3,30.1,29.5,23.8,0.472,20.1,0.4,4,16.4,1.8,49.180416,54.438625,0.38,0.76590002,0,0,0,1,3608
39.6,17.8,24.2,37.2,29.7,13.1,0.452,16.3,0.4,7.2,17.2,2.5,48.294746,52.523808,0.28999999,0.70889997,0,0,1,0,3188
40.6,10.3,24.8,33.2,20.4,14.9,0.425,14.7,0.7,2.9,17,3.2,49.714035,55.63863,0.28999999,0.52740002,0,1,0,0,3354
43.8,12.9,24.5,28.2,37,19.9,0.508,16.9,0.7,8.3,24.3,1.8,47.383591,48.957508,0.49000001,0.57389998,0,0,0,1,3771
39.4,16.4,24,39.2,35.2,13.3,0.449,18.1,0.6,6.4,18,2,48.809864,55.419029,0.34999999,0.55409998,0,0,0,1,3616
42.8,17.9,29.3,42.5,37.9,25.4,0.465,27.8,0,0.3,17,0.2,49.6073,58.466484,0.34,0.66619998,0,0,0,1,4140
36,11.1,22.5,31.6,24,9.4,0.476,14.2,2.9,21.4,15.7,5.4,48.337479,45.868877,0.36000001,0.56819999,1,0,0,0,3527
36.7,7,21.3,34.3,26.4,12.7,0.495,11,1.4,4.5,14.7,3.4,48.329311,51.351349,0.2,0.5201,0,0,1,0,2697
41.8,16.6,25.6,43.2,35.9,19.4,0.506,25.8,1.5,0.4,17.7,0.3,49.134045,56.189598,0.38,0.81019998,0,0,0,1,3735
35.7,10.8,20.3,35,24.3,10.1,0.443,11.2,1.2,4.5,14,3.2,49.45916,48.842377,0.28999999,0.33790001,0,1,0,0,3687
43.5,19,27.8,43.3,38.9,24.9,0.469,30.5,0.3,0.5,17.6,0.9,49.174313,55.579971,0.34,0.85479999,0,0,0,1,3745
42.9,11.3,29.5,37.1,34,26.5,0.524,31.5,0.5,0.8,17.1,1.2,48.786865,51.545292,0.36000001,0.83249998,0,0,0,1,4720
40,8.2,25.6,38.9,29.9,16,0.446,15.4,0.3,3.3,17.1,3.2,49.317093,55.367912,0.33000001,0.53179997,0,0,1,0,3646
40.8,13.9,25.9,38.5,30.8,18.9,0.483,21.4,0.3,0.7,16.1,1.5,48.940472,56.041962,0.28,0.75220001,0,0,0,1,3577
41.3,15.5,29.5,44.8,31.4,24.9,0.499,23.4,0.2,0.1,17.1,1.1,49.569267,55.222214,0.40000001,0.75830001,0,0,0,1,3879
43.8,13.5,31.3,41.8,37.6,31.9,0.511,34.9,0.2,0.7,17.4,0.4,52.666763,45.297806,0.38999999,0.81819999,0,0,0,1,4446
42.8,13.2,29.4,40.7,29.4,28.7,0.456,32.3,0.3,0.1,17.4,0.4,49.061558,56.739773,0.43000001,0.77450001,0,0,0,1,5004
42.9,16.9,29,38.3,36.1,24.3,0.521,28.9,0.2,0.3,18.5,0.8,48.665619,53.119526,0.38,0.87550002,0,0,0,1,4582
41.7,11.5,28.9,43.2,36.7,24.2,0.502,23.2,0.1,0.6,17.9,0,50.063351,55.360249,0.44,0.62419999,0,0,0,1,4801
41.5,16.1,26.9,33.1,28,20.1,0.427,19.7,0.2,1.9,17.8,1.6,48.96225,60.194225,0.31999999,0.70829999,0,0,0,1,4194
42.6,15,23.6,39.7,31.4,16.2,0.475,12.2,0.1,0.4,21,1.9,49.604763,62.114479,0.38999999,0.264,0,0,0,1,4607
39.5,9.3,24.3,36.9,33,15.1,0.443,15.3,0.2,6.6,18.2,2.8,48.795628,56.204109,0.38999999,0.52869999,0,0,0,1,2859
41.5,6.7,21.7,32.3,37.4,12.2,0.436,14.5,0.5,5.6,26.7,1.8,52.702213,51.549065,0.38999999,0.32519999,0,0,0,1,3945
39.3,12.6,20.2,31,29.4,9.5,0.526,15.5,0.9,10.4,19.4,2.5,47.989826,51.316086,0.38999999,0.41530001,0,0,0,1,3102
42.4,16,33.2,37.7,31.7,23.4,0.487,34.5,0.4,5.6,15.3,2.4,54.537647,55.548512,0.49000001,0.87800002,0,0,0,1,3670
41.8,13.7,23.6,34.2,29.1,12.7,0.427,14,0.2,1.2,19.2,0.8,49.337498,64.019188,0.49000001,0.4217,0,0,1,0,3799
35.1,8.1,20.3,36.3,22.9,12.5,0.468,17.7,1.1,4,13.4,2.4,48.699368,46.862873,0.20999999,0.49680001,0,0,0,1,3756
42.3,16.9,29.3,39,30.7,30.3,0.504,29.4,0.1,0,16.8,1,49.939957,58.13678,0.36000001,0.8057,0,0,0,1,3823
40.5,10.1,26.3,36.7,40.7,18.5,0.452,16.8,0.3,7.2,16.5,2.6,50.71191,44.614384,0.34,0.90570003,0,0,0,1,4849
40.3,8.1,21.5,35.6,26.2,11.3,0.444,11.8,0.1,0.9,21.7,1.6,48.788151,59.720669,0.38,0.2723,0,0,0,1,3897
40.6,16.6,29.2,40.7,34.9,25.6,0.424,34.4,0.1,5,15.7,1.9,55.228367,57.028526,0.56999999,0.84939998,0,0,0,1,3884
39.5,10.1,23.8,35.3,31.6,13.7,0.518,15.7,0.9,6.3,17.5,1.9,49.614307,52.858482,0.34999999,0.66820002,0,0,0,1,3588
38,12.2,22.2,33.9,24.5,11.3,0.406,11.4,0.6,3.5,14,3.6,50.50032,60.374889,0.23999999,0.31779999,0,0,1,0,3575
42.3,17.9,26.2,41.5,30.3,22.6,0.405,26.1,0.3,0.1,20.2,1.1,52.98774,59.570091,0.49000001,0.58469999,0,0,0,1,3646
40.7,6.7,23.2,28.2,29.2,15.6,0.423,13.8,0.5,4.1,18.5,2.9,49.17099,56.330765,0.31,0.41339999,0,0,0,1,4880
42.3,9.3,27.5,34,30.3,24.4,0.441,22.6,0.3,1.5,18.8,0.8,49.81068,60.988537,0.41,0.68120003,0,0,0,1,4393
41.9,15.2,26.8,35.1,30.8,25.2,0.511,21.7,0.3,2.4,18.4,3,50.174084,54.500114,0.41999999,0.69749999,0,0,0,1,4366
38.7,11.4,26.9,33.8,34,15.2,0.413,15.8,0.2,2.7,15.8,2.7,49.264812,53.674492,0.30000001,0.79869998,0,0,0,1,3772
40.4,9,29.2,35.5,31.4,23.7,0.473,26.5,0.9,3.4,16.5,1.3,56.298916,50.092682,0.41999999,0.82929999,0,0,0,1,6038
40.3,11.9,24.8,36.5,33.2,17.9,0.438,18.8,0.8,4.2,18.6,1.5,49.235889,55.73447,0.40000001,0.61339998,0,0,0,1,4052
38,9.3,21.5,38.4,27.4,10.2,0.469,10.5,0.5,5,15.3,2.1,49.912376,54.715237,0.27000001,0.2895,0,0,0,1,3542
41.5,13.7,28.1,35.1,27.3,24.2,0.472,17.3,0,1.2,16.9,1.4,48.077728,51.882843,0.40000001,0.8197,0,0,0,1,3536
41,12.2,26.2,31.2,39.6,16.7,0.47,15.6,0.2,0.8,17.6,3.4,49.200283,57.090412,0.44999999,0.57990003,0,0,0,1,4925
35,7,16.4,22.3,18.5,6.2,0.439,4.9,1.5,3.5,12.7,3.9,52.380737,59.663418,0.23,0.039500002,0,1,0,0,3340
41,8.8,25,32.2,25.6,20.7,0.491,15.7,0.1,0.5,17.9,0.3,49.722118,54.581539,0.31999999,0.52640003,0,0,0,1,4892
44,11.8,29.9,46.5,26.2,31.2,0.509,35.5,0.1,5.4,19,0,45.429985,50.991039,0.38999999,0.84140003,0,0,0,1,2947
39.7,9.4,25.1,33,28,16.2,0.425,12.4,0.5,1,15.5,1.3,50.933296,55.267395,0.34999999,0.41499999,0,1,0,0,3718
41.5,13.5,28.6,43.3,34.8,23.1,0.521,24.2,1,1.8,16.3,1,49.50045,52.132725,0.38999999,0.90509999,0,0,0,1,4232
41.7,15.1,28.2,39.8,35.6,23,0.509,24,0.5,0.8,18.1,0.9,48.530178,57.447067,0.31,0.79079998,0,0,0,1,3905
40.3,16.3,26.5,29.4,24.8,19.7,0.446,21.5,0.6,0.3,15.5,1.6,49.032833,56.515984,0.28999999,0.77319998,0,0,0,1,3652
42.6,12.7,23.2,39,32.6,17.2,0.515,22.5,0.8,0.8,18.7,2.4,48.665112,52.704788,0.31,0.74199998,0,0,0,1,3211
43.6,12.1,25,24.8,30.6,15.3,0.468,22,0,1.7,21.5,4.2,46.208195,52.264599,0.44999999,0.3538,0,0,0,1,3978
42.2,9.9,26.2,35.8,30.8,21.6,0.481,21,0.1,0.1,17.8,0.9,48.483948,55.736755,0.34,0.78820002,0,0,0,1,4154
35.7,9.5,24.2,36.4,30,15.8,0.494,23.3,0.7,1.5,13.6,1.7,48.173992,41.734077,0.27000001,0.75569999,0,0,0,1,4069
42.1,12.6,25.6,34.5,37.2,21.5,0.439,22.6,0.7,0.3,19.7,3.7,48.64439,51.450825,0.38999999,0.86339998,0,0,0,1,5468
35.5,7.3,20.1,35.3,25.9,9,0.413,8.6,1.1,4.6,11.9,4.3,49.282017,58.013885,0.25999999,0.33309999,0,0,1,0,3682
36.8,10.8,20.7,33.7,19.9,13.5,0.455,9.4,1,6.6,15.3,9.5,48.51981,56.594097,0.30000001,0.42609999,0,1,0,0,3482
38.8,7.8,23.3,38.9,27.8,13,0.427,12.5,0.6,9.8,16.4,2.4,49.2328,55.103447,0.33000001,0.2879,0,0,0,1,4091
37.7,12.8,20.6,35.1,24.7,9.6,0.392,7.3,0.3,1.8,13.5,2.3,50.583511,62.401524,0.22,0.036899999,0,1,0,0,3113
39.6,7.7,23.2,39.3,35.3,12.9,0.476,16.4,1,4.2,17.4,2.4,48.98909,52.760529,0.28,0.72100002,0,0,0,1,4174
40.4,9.2,25.4,39.2,33,22.5,0.491,17.1,0,8.1,15.6,3.9,49.423515,58.60844,0.44,0.80919999,0,0,0,1,2842
41.7,9.2,21.3,36.6,32.3,12,0.452,14.6,0.4,7.4,22.2,2.2,49.802753,57.070621,0.41,0.36500001,0,0,1,0,4694
40.4,8.8,25.3,38.1,32.8,17.2,0.461,11.9,0.7,0.1,17.1,3,49.322273,56.301449,0.27000001,0.71429998,0,1,0,0,3986
37.8,12.4,24.5,39.9,31.1,10,0.412,17.3,0.4,13.1,16.2,1.9,52.220249,51.696495,0.47999999,0.53659999,0,0,0,1,4032
34.8,7.8,21.3,27.7,24.2,11.9,0.482,15.4,4.3,8.8,12.7,5.3,48.952988,46.834095,0.28,0.70959997,0,0,1,0,2282
40,14.4,22.7,37,25.8,16,0.419,14.4,0.8,5.3,17.9,4.2,49.072609,56.305744,0.41999999,0.51270002,0,0,0,1,3985
42.5,14.7,26.5,41.7,34.6,25.4,0.537,23.8,0.1,1.9,20.1,3.3,49.776112,51.905743,0.34,0.74779999,0,0,0,1,3906
41,7.2,26.6,38.3,27.9,17.5,0.47,16.3,0.1,3.3,17.4,5.4,49.579124,54.577366,0.54000002,0.78539997,0,0,0,1,3998
39.1,12.5,26.2,35.6,34.1,18.6,0.498,22.6,0.2,0.8,15.8,1.2,48.991173,54.716717,0.31,0.83789998,0,0,0,1,3750
45.4,9.6,32.2,37.7,37.8,28.2,0.468,30.1,0,0,19.1,0.3,49.993061,48.184311,0.43000001,0.86210001,0,0,0,1,3397
38.4,6.3,18.7,30.6,21.1,8.9,0.43,8.3,0.4,4.5,17.7,6.7,47.298428,57.125671,0.25,0.2041,0,0,1,0,3378
39.1,12,26.8,40.3,30.7,21,0.479,20.3,0,17.3,14.9,2.5,48.740734,50.490467,0.55000001,0.91820002,0,0,1,0,3545
37.7,12.7,26.4,28,32,20.3,0.453,21.6,0.5,18.4,14.7,6.2,56.764774,47.122631,0.47,0.92610002,0,0,0,1,3375
35.4,12.6,20.2,35,24.6,11.4,0.423,9.6,1,21.7,11.4,5.6,49.407867,56.05439,0.37,0.39680001,0,0,1,0,3263
40.1,18.1,26.5,36,26.5,25.6,0.488,18.8,0,29.9,17.4,3,48.340599,47.135559,0.57999998,0.77899998,0,0,0,1,3562
40.5,10.2,27.4,45.4,35,23.2,0.508,24.4,0.7,26.7,16.7,1.9,50.382355,47.16658,0.44999999,0.96340001,0,0,0,1,3465
39.3,13,24,37.6,32.5,14.7,0.444,14.3,0.4,12.3,15.4,3.7,50.840916,53.107841,0.44,0.65189999,0,0,0,1,3456
41.2,18.2,26.3,46.2,25.3,15.9,0.507,24.4,0,43.1,20.3,0.6,47.161606,42.807941,0.58999997,0.94010001,0,0,0,1,4488
35.1,9.3,19.7,35.1,27.7,10.3,0.453,16.4,1.8,22.6,13.8,6.6,49.32608,53.539955,0.25999999,0.58759999,0,0,1,0,3867
37.4,11.9,21.9,42.4,28.1,13,0.519,24.1,1.3,48.9,16.5,2.8,47.368313,42.636009,0.47,0.83850002,0,0,1,0,3672
36.9,10.9,22.2,35.5,28.2,13.2,0.476,18.9,1.4,24.8,14.6,3.6,48.803932,48.927216,0.44999999,0.7392,0,0,1,0,3363
41.1,10.7,27.5,42.3,27.7,23.3,0.535,19.5,0.3,16.3,18.1,3.2,52.431946,49.48801,0.51999998,0.93309999,0,0,0,1,4044
39.3,7.2,23.6,38.7,22.9,15.3,0.435,13.7,0.5,3.3,16,5.8,48.412697,58.558399,0.31,0.26429999,0,0,1,0,3058
40.2,8.8,26.2,37.7,36.4,25.7,0.489,26.4,0.1,31.5,16.8,1.8,52.549664,51.945938,0.58999997,0.78060001,0,0,0,1,3431
40.1,24.1,27.1,39.3,32.7,20.5,0.533,32.5,0.1,51.9,18.9,1.5,57.122303,41.232334,0.52999997,0.94779998,0,0,0,1,3400
40.1,16.9,27.4,42.9,35.3,19.8,0.506,27.5,0.1,41,16.9,1.5,50.808979,44.548031,0.58999997,0.91339999,0,0,0,1,3317
40.5,14.2,25.2,43,28.4,17.4,0.503,18,0.1,35.3,17.2,2.8,48.730259,48.828968,0.51999998,0.89170003,0,0,1,0,3759
36.4,11.9,18.7,34.1,26.7,9.5,0.505,17.7,3.2,45.9,13.7,4.1,47.844685,40.254959,0.44,0.66530001,0,0,1,0,3421
40.4,21.3,33.6,47,19.4,29.5,0.707,38.4,0,69.6,14,0.5,60.72435,28.469872,0.62,0.9357,0,0,0,1,5006
39.1,16.4,25.3,38.2,25.2,20,0.466,18.7,0.3,43.2,17.1,1.6,55.665688,44.868141,0.38,0.81849998,0,0,1,0,3692
39.2,16.5,28.9,36.5,33.9,24.3,0.49,28.6,0.5,27.1,15.1,3.7,51.26083,45.810181,0.57999998,0.9975,0,0,0,1,3551
41.1,18.2,26.5,40.8,36.2,25,0.494,25.8,0,33.8,17.7,0.3,48.873405,49.265354,0.61000001,0.95190001,0,0,0,1,3827
38.5,15.5,26.1,45,39.9,17.5,0.439,18.6,0.1,15.8,14.7,5,56.508507,46.317612,0.56,0.62739998,0,0,1,0,2988
38.9,13.2,24.7,41,27.1,20.1,0.451,21.9,2.7,31.5,14.5,4.2,48.896183,47.903786,0.41,0.9605,0,0,1,0,3500
38,15.6,23.7,37.9,23.6,20.4,0.465,18.7,0,48,15.2,2.6,50.377796,41.509991,0.5,0.88599998,0,0,1,0,3236
41.2,10.8,25.8,36.9,29.7,19.4,0.475,19.2,0.5,29.7,20.1,1.6,50.708485,49.865231,0.57999998,0.9382,0,0,0,1,3678
37.7,12,19.5,33,24,14.3,0.466,14.6,4.1,26.3,16.6,14.5,48.451191,46.418591,0.36000001,0.61210001,0,1,0,0,4156
39.7,10.9,24.5,38.7,30.5,18.7,0.499,19.1,0.4,16.3,16.1,2.4,49.457714,50.265701,0.50999999,0.81050003,0,0,0,1,3367
34.2,10.6,21.2,29,24.2,11.4,0.493,16.6,1.8,25.8,12.7,4.6,48.762466,46.071609,0.38,0.62169999,0,0,1,0,3374
38.5,12.6,24.8,37,29.1,21.8,0.466,17.5,0.6,13.5,15,4.3,49.146858,53.209114,0.40000001,0.7669,0,0,1,0,4118
39.5,13,26.3,39.9,30.1,22.4,0.461,16.9,1.2,11,16.7,2.8,52.108997,51.287342,0.56,0.76340002,0,0,0,1,4800
32.2,11.8,19.7,33.7,34.9,11.5,0.538,29.5,1.6,40.5,13.4,3,48.622105,37.937691,0.5,0.84780002,0,0,0,1,2834
36.7,8.5,24.8,37.9,31.7,14.8,0.427,12,0.6,5.8,12.9,3.7,49.107452,52.86372,0.34,0.43090001,0,0,1,0,3655
38.4,21.9,30.1,38.8,28.4,26.1,0.517,41.1,0,63.5,13.9,2.1,49.79657,34.54969,0.60000002,0.96969998,0,0,0,1,4710
41.7,10.5,26.3,43.3,31.6,20.5,0.485,31,0.5,49,18.2,0.5,48.063255,46.256737,0.52999997,0.8847,0,0,0,1,3912
37.9,11.2,24.8,36.4,27.7,11.6,0.548,19.6,0.7,41,16.1,2.3,47.87846,38.141903,0.47999999,0.85729998,0,0,0,1,3630
34.5,10.7,19.9,30.5,21.8,13.5,0.57,23.5,2.8,58.8,14.1,5.4,47.464596,32.126183,0.49000001,0.74489999,1,0,0,0,4290
36.2,13.2,23.3,42.7,30.2,13.5,0.523,23.9,1,37.3,14.5,2.2,47.969055,43.780605,0.55000001,0.85219997,0,0,1,0,3068
37.5,15.3,22.3,37.3,27.7,16.3,0.48,15.1,3.8,19.9,13,7.3,50.321365,55.43174,0.38,0.70609999,0,1,0,0,4469
40,14,22.6,34.9,29,20.2,0.544,20,0.2,35.7,20.2,2.6,48.028706,45.712059,0.52999997,0.84750003,0,0,1,0,4587
38.1,14.8,23.9,39.6,29.7,14.5,0.484,18.3,1.2,31.4,15.9,3.1,48.392761,46.008884,0.49000001,0.90859997,0,0,1,0,2583
41.2,9,25.3,28,32.9,19.2,0.553,23.9,0,39.1,18.7,2.3,46.970226,46.535675,0.56,0.81370002,0,0,0,1,5930
40.2,12.4,26.4,36.7,24,21.7,0.49,25.1,0.3,35.7,17.2,2.2,48.692875,45.13382,0.58999997,0.85540003,0,0,0,1,4550
40.8,13,24.3,51,31.9,14.3,0.477,18.4,0.3,15.9,20.1,3.8,49.406029,50.935184,0.49000001,0.83149999,0,0,0,1,3551
36.6,11.9,26.5,41.4,30.7,19.8,0.444,19.2,2.5,22.7,11.1,10,48.902,42.770206,0.34999999,0.77130002,0,1,0,0,4513
36.7,12,19.4,41.3,26,10,0.436,11.1,1,26.3,13,6.1,50.036949,53.706429,0.38999999,0.3529,0,1,0,0,5573
40.8,9.4,25.2,26.2,36,22.5,0.499,19.6,0.2,52.5,18.9,1.7,48.334465,50.371857,0.44999999,0.89999998,0,0,1,0,4029
37.7,8.9,22.4,42.2,35.7,14.6,0.459,16.6,0.1,49.5,16.7,1.6,47.45166,50.580017,0.51999998,0.62989998,0,1,0,0,4772
36.6,11.1,21.5,47,31.8,13.9,0.447,16,1.1,56.1,13.7,6,49.01947,47.253803,0.38,0.74680001,0,1,0,0,3902
40.3,12.9,27,36.8,30.7,23.3,0.51,22.6,0,41.4,15.8,2.2,48.259029,46.71854,0.47999999,0.92199999,0,0,0,1,3651
38.2,10.3,25.3,33.9,30.9,18.1,0.471,18.7,0.9,29,14.7,2.9,49.201591,50.068863,0.43000001,0.78310001,0,0,1,0,3854
39.9,13.9,24.9,42.9,34,17.2,0.469,23.8,1.4,30.2,16.1,7,49.464371,41.842052,0.44,0.91619998,0,0,0,1,3952
37.9,10.4,18.5,29.3,20.5,9.5,0.464,11.5,1.5,11.9,16.4,5.6,48.531284,52.999668,0.31999999,0.3105,0,1,0,0,4362
37.1,11,23.6,40.2,32.8,16.4,0.47,21.7,0.7,29.3,14,4.2,48.417728,46.280148,0.41999999,0.88849998,0,0,1,0,3943
45.9,10.5,29.5,36.7,31.9,22.5,0.48,28.9,0.1,55.3,23.8,2,49.265511,42.91951,0.63,0.83660001,0,0,0,1,3787
38,10.7,26.1,41.4,28.1,21,0.488,19,1,18.9,13.9,5.1,49.399395,48.652058,0.33000001,0.89520001,0,0,1,0,3853
41.5,17.8,23.3,38.2,34.6,14.3,0.487,19.4,0.1,24.7,20.2,4.6,49.881447,46.113537,0.61000001,0.80800003,0,0,1,0,4267
38.3,10.3,23.4,41,36.2,22.1,0.443,17,2,14.4,15,3.5,48.335423,52.325901,0.49000001,0.82010001,0,0,1,0,3542
33.1,13.8,23.7,37.6,26.7,13.2,0.453,15.3,2.2,14.3,11.7,9.2,52.904564,56.234589,0.25999999,0.74330002,0,0,0,1,2676
41,16.2,27.5,43.4,31.6,20.5,0.459,24.9,0,30.1,17.5,2.2,49.370087,45.680172,0.57999998,0.99620003,0,0,0,1,5856
41.2,10.6,25.5,35.5,30.6,16.1,0.485,29.6,0.4,33.9,19.3,1.9,48.853268,46.453556,0.55000001,0.87900001,0,0,1,0,4142
35.8,10.4,22.1,34,26.4,12.8,0.41,14.4,0,39.7,13.3,3.1,48.802727,51.646404,0.38999999,0.76109999,0,0,1,0,3173
41.2,17.8,26.4,42.1,30.3,21.2,0.494,21,0,16.1,18.7,3.8,50.656643,50,0.55000001,0.66850001,0,0,0,1,5537
